Uitstromers ho met en zonder diploma,Arbeidsmarktpositie,Studierichting,Peilmoment,Perioden,Uitstromers ho (aantal)
Wo-bachelor,Terug in onderwijs,Gedrag en Maatschappij,2 jaar na verlaten onderwijs,2015/'16,1190
Wo-bachelor,Terug in onderwijs,Gedrag en Maatschappij,3 jaar na verlaten onderwijs,2015/'16,1240
Wo-bachelor,Terug in onderwijs,Gedrag en Maatschappij,4 jaar na verlaten onderwijs,2015/'16,1270
Wo-bachelor,Terug in onderwijs,Gedrag en Maatschappij,5 jaar na verlaten onderwijs,2015/'16,1290
Wo-bachelor,Terug in onderwijs,Gedrag en Maatschappij,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,Terug in onderwijs,Taal en cultuur,Direct na verlaten onderwijs,2015/'16,
Wo-bachelor,Terug in onderwijs,Taal en cultuur,1 jaar na verlaten onderwijs,2015/'16,420
Wo-bachelor,Terug in onderwijs,Taal en cultuur,2 jaar na verlaten onderwijs,2015/'16,510
Wo-bachelor,Terug in onderwijs,Taal en cultuur,3 jaar na verlaten onderwijs,2015/'16,560
Wo-bachelor,Terug in onderwijs,Taal en cultuur,4 jaar na verlaten onderwijs,2015/'16,600
Wo-bachelor,Terug in onderwijs,Taal en cultuur,5 jaar na verlaten onderwijs,2015/'16,620
Wo-bachelor,Terug in onderwijs,Taal en cultuur,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,Terug in onderwijs,Sectoroverstijgend,Direct na verlaten onderwijs,2015/'16,
Wo-bachelor,Terug in onderwijs,Sectoroverstijgend,1 jaar na verlaten onderwijs,2015/'16,290
Wo-bachelor,Terug in onderwijs,Sectoroverstijgend,2 jaar na verlaten onderwijs,2015/'16,350
Wo-bachelor,Terug in onderwijs,Sectoroverstijgend,3 jaar na verlaten onderwijs,2015/'16,370
Wo-bachelor,Terug in onderwijs,Sectoroverstijgend,4 jaar na verlaten onderwijs,2015/'16,380
Wo-bachelor,Terug in onderwijs,Sectoroverstijgend,5 jaar na verlaten onderwijs,2015/'16,390
Wo-bachelor,Terug in onderwijs,Sectoroverstijgend,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Met werk, zonder uitkering",Onderwijs,Direct na verlaten onderwijs,2015/'16,0
Wo-master,"Met werk, zonder uitkering",Onderwijs,1 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Met werk, zonder uitkering",Onderwijs,2 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Met werk, zonder uitkering",Onderwijs,3 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Met werk, zonder uitkering",Onderwijs,4 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Met werk, zonder uitkering",Onderwijs,5 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Met werk, zonder uitkering",Onderwijs,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Met werk, zonder uitkering",Landbouw en natuurlijke omgeving,Direct na verlaten onderwijs,2015/'16,760
Wo-master,"Met werk, zonder uitkering",Landbouw en natuurlijke omgeving,1 jaar na verlaten onderwijs,2015/'16,900
Wo-master,"Met werk, zonder uitkering",Landbouw en natuurlijke omgeving,2 jaar na verlaten onderwijs,2015/'16,900
Wo-master,"Met werk, zonder uitkering",Landbouw en natuurlijke omgeving,3 jaar na verlaten onderwijs,2015/'16,890
Wo-master,"Met werk, zonder uitkering",Landbouw en natuurlijke omgeving,4 jaar na verlaten onderwijs,2015/'16,860
Wo-master,"Met werk, zonder uitkering",Landbouw en natuurlijke omgeving,5 jaar na verlaten onderwijs,2015/'16,860
Wo-master,"Met werk, zonder uitkering",Landbouw en natuurlijke omgeving,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Met werk, zonder uitkering",Natuur,Direct na verlaten onderwijs,2015/'16,1630
Wo-master,"Met werk, zonder uitkering",Natuur,1 jaar na verlaten onderwijs,2015/'16,1850
Wo-master,"Met werk, zonder uitkering",Natuur,2 jaar na verlaten onderwijs,2015/'16,1860
Wo-master,"Met werk, zonder uitkering",Natuur,3 jaar na verlaten onderwijs,2015/'16,1870
Wo-master,"Met werk, zonder uitkering",Natuur,4 jaar na verlaten onderwijs,2015/'16,1730
Wo-master,"Met werk, zonder uitkering",Natuur,5 jaar na verlaten onderwijs,2015/'16,1700
Wo-master,"Met werk, zonder uitkering",Natuur,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Met werk, zonder uitkering",Techniek,Direct na verlaten onderwijs,2015/'16,2870
Wo-master,"Met werk, zonder uitkering",Techniek,1 jaar na verlaten onderwijs,2015/'16,3270
Wo-master,"Met werk, zonder uitkering",Techniek,2 jaar na verlaten onderwijs,2015/'16,3220
Wo-master,"Met werk, zonder uitkering",Techniek,3 jaar na verlaten onderwijs,2015/'16,3190
Wo-master,"Met werk, zonder uitkering",Techniek,4 jaar na verlaten onderwijs,2015/'16,3060
Wo-master,"Met werk, zonder uitkering",Techniek,5 jaar na verlaten onderwijs,2015/'16,3110
Wo-master,"Met werk, zonder uitkering",Techniek,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Met werk, zonder uitkering",Gezondheidszorg,Direct na verlaten onderwijs,2015/'16,1120
Wo-master,"Met werk, zonder uitkering",Gezondheidszorg,1 jaar na verlaten onderwijs,2015/'16,1260
Wo-master,"Met werk, zonder uitkering",Gezondheidszorg,2 jaar na verlaten onderwijs,2015/'16,1270
Wo-master,"Met werk, zonder uitkering",Gezondheidszorg,3 jaar na verlaten onderwijs,2015/'16,1250
Wo-master,"Met werk, zonder uitkering",Gezondheidszorg,4 jaar na verlaten onderwijs,2015/'16,1200
Wo-master,"Met werk, zonder uitkering",Gezondheidszorg,5 jaar na verlaten onderwijs,2015/'16,1210
Wo-master,"Met werk, zonder uitkering",Gezondheidszorg,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Met werk, zonder uitkering",Economie,Direct na verlaten onderwijs,2015/'16,4470
Wo-master,"Met werk, zonder uitkering",Economie,1 jaar na verlaten onderwijs,2015/'16,4980
Wo-master,"Met werk, zonder uitkering",Economie,2 jaar na verlaten onderwijs,2015/'16,4990
Wo-master,"Met werk, zonder uitkering",Economie,3 jaar na verlaten onderwijs,2015/'16,4970
Wo-master,"Met werk, zonder uitkering",Economie,4 jaar na verlaten onderwijs,2015/'16,4820
Wo-master,"Met werk, zonder uitkering",Economie,5 jaar na verlaten onderwijs,2015/'16,4860
Wo-master,"Met werk, zonder uitkering",Economie,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Met werk, zonder uitkering",Recht,Direct na verlaten onderwijs,2015/'16,2560
Wo-master,"Met werk, zonder uitkering",Recht,1 jaar na verlaten onderwijs,2015/'16,2850
Wo-master,"Met werk, zonder uitkering",Recht,2 jaar na verlaten onderwijs,2015/'16,2890
Wo-master,"Met werk, zonder uitkering",Recht,3 jaar na verlaten onderwijs,2015/'16,2910
Wo-master,"Met werk, zonder uitkering",Recht,4 jaar na verlaten onderwijs,2015/'16,2810
Wo-master,"Met werk, zonder uitkering",Recht,5 jaar na verlaten onderwijs,2015/'16,2850
Wo-master,"Met werk, zonder uitkering",Recht,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Met werk, zonder uitkering",Gedrag en Maatschappij,Direct na verlaten onderwijs,2015/'16,5490
Wo-master,"Met werk, zonder uitkering",Gedrag en Maatschappij,1 jaar na verlaten onderwijs,2015/'16,5940
Wo-master,"Met werk, zonder uitkering",Gedrag en Maatschappij,2 jaar na verlaten onderwijs,2015/'16,5980
Wo-master,"Met werk, zonder uitkering",Gedrag en Maatschappij,3 jaar na verlaten onderwijs,2015/'16,5930
Wo-master,"Met werk, zonder uitkering",Gedrag en Maatschappij,4 jaar na verlaten onderwijs,2015/'16,5730
Wo-master,"Met werk, zonder uitkering",Gedrag en Maatschappij,5 jaar na verlaten onderwijs,2015/'16,5860
Wo-master,"Met werk, zonder uitkering",Gedrag en Maatschappij,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Met werk, zonder uitkering",Taal en cultuur,Direct na verlaten onderwijs,2015/'16,2060
Wo-master,"Met werk, zonder uitkering",Taal en cultuur,1 jaar na verlaten onderwijs,2015/'16,2240
Wo-master,"Met werk, zonder uitkering",Taal en cultuur,2 jaar na verlaten onderwijs,2015/'16,2230
Wo-master,"Met werk, zonder uitkering",Taal en cultuur,3 jaar na verlaten onderwijs,2015/'16,2240
Wo-master,"Met werk, zonder uitkering",Taal en cultuur,4 jaar na verlaten onderwijs,2015/'16,2090
Wo-master,"Met werk, zonder uitkering",Taal en cultuur,5 jaar na verlaten onderwijs,2015/'16,2200
Wo-master,"Met werk, zonder uitkering",Taal en cultuur,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Met werk, zonder uitkering",Sectoroverstijgend,Direct na verlaten onderwijs,2015/'16,30
Wo-master,"Met werk, zonder uitkering",Sectoroverstijgend,1 jaar na verlaten onderwijs,2015/'16,30
Wo-master,"Met werk, zonder uitkering",Sectoroverstijgend,2 jaar na verlaten onderwijs,2015/'16,30
Wo-master,"Met werk, zonder uitkering",Sectoroverstijgend,3 jaar na verlaten onderwijs,2015/'16,20
Wo-master,"Met werk, zonder uitkering",Sectoroverstijgend,4 jaar na verlaten onderwijs,2015/'16,30
Wo-master,"Met werk, zonder uitkering",Sectoroverstijgend,5 jaar na verlaten onderwijs,2015/'16,30
Wo-master,"Met werk, zonder uitkering",Sectoroverstijgend,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Met werk, met uitkering",Onderwijs,Direct na verlaten onderwijs,2015/'16,0
Wo-master,"Met werk, met uitkering",Onderwijs,1 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Met werk, met uitkering",Onderwijs,2 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Met werk, met uitkering",Onderwijs,3 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Met werk, met uitkering",Onderwijs,4 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Met werk, met uitkering",Onderwijs,5 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Met werk, met uitkering",Onderwijs,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Met werk, met uitkering",Landbouw en natuurlijke omgeving,Direct na verlaten onderwijs,2015/'16,10
Wo-master,"Met werk, met uitkering",Landbouw en natuurlijke omgeving,1 jaar na verlaten onderwijs,2015/'16,10
Wo-master,"Met werk, met uitkering",Landbouw en natuurlijke omgeving,2 jaar na verlaten onderwijs,2015/'16,10
Wo-master,"Met werk, met uitkering",Landbouw en natuurlijke omgeving,3 jaar na verlaten onderwijs,2015/'16,10
Wo-master,"Met werk, met uitkering",Landbouw en natuurlijke omgeving,4 jaar na verlaten onderwijs,2015/'16,40
Wo-master,"Met werk, met uitkering",Landbouw en natuurlijke omgeving,5 jaar na verlaten onderwijs,2015/'16,10
Wo-master,"Met werk, met uitkering",Landbouw en natuurlijke omgeving,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Met werk, met uitkering",Natuur,Direct na verlaten onderwijs,2015/'16,20
Wo-master,"Met werk, met uitkering",Natuur,1 jaar na verlaten onderwijs,2015/'16,20
Wo-master,"Met werk, met uitkering",Natuur,2 jaar na verlaten onderwijs,2015/'16,20
Wo-master,"Met werk, met uitkering",Natuur,3 jaar na verlaten onderwijs,2015/'16,10
Wo-master,"Met werk, met uitkering",Natuur,4 jaar na verlaten onderwijs,2015/'16,70
Wo-master,"Met werk, met uitkering",Natuur,5 jaar na verlaten onderwijs,2015/'16,70
Wo-master,"Met werk, met uitkering",Natuur,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Met werk, met uitkering",Techniek,Direct na verlaten onderwijs,2015/'16,20
Wo-master,"Met werk, met uitkering",Techniek,1 jaar na verlaten onderwijs,2015/'16,20
Wo-master,"Met werk, met uitkering",Techniek,2 jaar na verlaten onderwijs,2015/'16,20
Wo-master,"Met werk, met uitkering",Techniek,3 jaar na verlaten onderwijs,2015/'16,10
Wo-master,"Met werk, met uitkering",Techniek,4 jaar na verlaten onderwijs,2015/'16,90
Wo-master,"Met werk, met uitkering",Techniek,5 jaar na verlaten onderwijs,2015/'16,60
Wo-master,"Met werk, met uitkering",Techniek,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Met werk, met uitkering",Gezondheidszorg,Direct na verlaten onderwijs,2015/'16,20
Wo-master,"Met werk, met uitkering",Gezondheidszorg,1 jaar na verlaten onderwijs,2015/'16,20
Wo-master,"Met werk, met uitkering",Gezondheidszorg,2 jaar na verlaten onderwijs,2015/'16,20
Wo-master,"Met werk, met uitkering",Gezondheidszorg,3 jaar na verlaten onderwijs,2015/'16,20
Wo-master,"Met werk, met uitkering",Gezondheidszorg,4 jaar na verlaten onderwijs,2015/'16,60
Wo-master,"Met werk, met uitkering",Gezondheidszorg,5 jaar na verlaten onderwijs,2015/'16,40
Wo-master,"Met werk, met uitkering",Gezondheidszorg,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Met werk, met uitkering",Economie,Direct na verlaten onderwijs,2015/'16,40
Wo-master,"Met werk, met uitkering",Economie,1 jaar na verlaten onderwijs,2015/'16,30
Wo-master,"Met werk, met uitkering",Economie,2 jaar na verlaten onderwijs,2015/'16,40
Wo-master,"Met werk, met uitkering",Economie,3 jaar na verlaten onderwijs,2015/'16,40
Wo-master,"Met werk, met uitkering",Economie,4 jaar na verlaten onderwijs,2015/'16,150
Wo-master,"Met werk, met uitkering",Economie,5 jaar na verlaten onderwijs,2015/'16,90
Wo-master,"Met werk, met uitkering",Economie,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Met werk, met uitkering",Recht,Direct na verlaten onderwijs,2015/'16,50
Wo-master,"Met werk, met uitkering",Recht,1 jaar na verlaten onderwijs,2015/'16,50
Wo-master,"Met werk, met uitkering",Recht,2 jaar na verlaten onderwijs,2015/'16,40
Wo-master,"Met werk, met uitkering",Recht,3 jaar na verlaten onderwijs,2015/'16,40
Wo-master,"Met werk, met uitkering",Recht,4 jaar na verlaten onderwijs,2015/'16,110
Wo-master,"Met werk, met uitkering",Recht,5 jaar na verlaten onderwijs,2015/'16,50
Wo-master,"Met werk, met uitkering",Recht,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Met werk, met uitkering",Gedrag en Maatschappij,Direct na verlaten onderwijs,2015/'16,150
Wo-master,"Met werk, met uitkering",Gedrag en Maatschappij,1 jaar na verlaten onderwijs,2015/'16,130
Wo-master,"Met werk, met uitkering",Gedrag en Maatschappij,2 jaar na verlaten onderwijs,2015/'16,110
Wo-master,"Met werk, met uitkering",Gedrag en Maatschappij,3 jaar na verlaten onderwijs,2015/'16,90
Wo-master,"Met werk, met uitkering",Gedrag en Maatschappij,4 jaar na verlaten onderwijs,2015/'16,290
Wo-master,"Met werk, met uitkering",Gedrag en Maatschappij,5 jaar na verlaten onderwijs,2015/'16,140
Wo-master,"Met werk, met uitkering",Gedrag en Maatschappij,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Met werk, met uitkering",Taal en cultuur,Direct na verlaten onderwijs,2015/'16,60
Wo-master,"Met werk, met uitkering",Taal en cultuur,1 jaar na verlaten onderwijs,2015/'16,60
Wo-master,"Met werk, met uitkering",Taal en cultuur,2 jaar na verlaten onderwijs,2015/'16,50
Wo-master,"Met werk, met uitkering",Taal en cultuur,3 jaar na verlaten onderwijs,2015/'16,40
Wo-master,"Met werk, met uitkering",Taal en cultuur,4 jaar na verlaten onderwijs,2015/'16,170
Wo-master,"Met werk, met uitkering",Taal en cultuur,5 jaar na verlaten onderwijs,2015/'16,80
Wo-master,"Met werk, met uitkering",Taal en cultuur,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Met werk, met uitkering",Sectoroverstijgend,Direct na verlaten onderwijs,2015/'16,0
Wo-master,"Met werk, met uitkering",Sectoroverstijgend,1 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Met werk, met uitkering",Sectoroverstijgend,2 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Met werk, met uitkering",Sectoroverstijgend,3 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Met werk, met uitkering",Sectoroverstijgend,4 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Met werk, met uitkering",Sectoroverstijgend,5 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Met werk, met uitkering",Sectoroverstijgend,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Zonder werk, met uitkering",Onderwijs,Direct na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, met uitkering",Onderwijs,1 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, met uitkering",Onderwijs,2 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, met uitkering",Onderwijs,3 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, met uitkering",Onderwijs,4 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, met uitkering",Onderwijs,5 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, met uitkering",Onderwijs,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Zonder werk, met uitkering",Landbouw en natuurlijke omgeving,Direct na verlaten onderwijs,2015/'16,20
Wo-master,"Zonder werk, met uitkering",Landbouw en natuurlijke omgeving,1 jaar na verlaten onderwijs,2015/'16,20
Wo-master,"Zonder werk, met uitkering",Landbouw en natuurlijke omgeving,2 jaar na verlaten onderwijs,2015/'16,20
Wo-master,"Zonder werk, met uitkering",Landbouw en natuurlijke omgeving,3 jaar na verlaten onderwijs,2015/'16,10
Wo-master,"Zonder werk, met uitkering",Landbouw en natuurlijke omgeving,4 jaar na verlaten onderwijs,2015/'16,20
Wo-master,"Zonder werk, met uitkering",Landbouw en natuurlijke omgeving,5 jaar na verlaten onderwijs,2015/'16,30
Wo-master,"Zonder werk, met uitkering",Landbouw en natuurlijke omgeving,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Zonder werk, met uitkering",Natuur,Direct na verlaten onderwijs,2015/'16,40
Wo-master,"Zonder werk, met uitkering",Natuur,1 jaar na verlaten onderwijs,2015/'16,20
Wo-master,"Zonder werk, met uitkering",Natuur,2 jaar na verlaten onderwijs,2015/'16,20
Wo-master,"Zonder werk, met uitkering",Natuur,3 jaar na verlaten onderwijs,2015/'16,20
Wo-master,"Zonder werk, met uitkering",Natuur,4 jaar na verlaten onderwijs,2015/'16,60
Wo-master,"Zonder werk, met uitkering",Natuur,5 jaar na verlaten onderwijs,2015/'16,60
Wo-master,"Zonder werk, met uitkering",Natuur,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Zonder werk, met uitkering",Techniek,Direct na verlaten onderwijs,2015/'16,40
Wo-master,"Zonder werk, met uitkering",Techniek,1 jaar na verlaten onderwijs,2015/'16,20
Wo-master,"Zonder werk, met uitkering",Techniek,2 jaar na verlaten onderwijs,2015/'16,30
Wo-master,"Zonder werk, met uitkering",Techniek,3 jaar na verlaten onderwijs,2015/'16,30
Wo-master,"Zonder werk, met uitkering",Techniek,4 jaar na verlaten onderwijs,2015/'16,60
Wo-master,"Zonder werk, met uitkering",Techniek,5 jaar na verlaten onderwijs,2015/'16,30
Wo-master,"Zonder werk, met uitkering",Techniek,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Zonder werk, met uitkering",Gezondheidszorg,Direct na verlaten onderwijs,2015/'16,20
Wo-master,"Zonder werk, met uitkering",Gezondheidszorg,1 jaar na verlaten onderwijs,2015/'16,20
Wo-master,"Zonder werk, met uitkering",Gezondheidszorg,2 jaar na verlaten onderwijs,2015/'16,20
Wo-master,"Zonder werk, met uitkering",Gezondheidszorg,3 jaar na verlaten onderwijs,2015/'16,20
Wo-master,"Zonder werk, met uitkering",Gezondheidszorg,4 jaar na verlaten onderwijs,2015/'16,30
Wo-master,"Zonder werk, met uitkering",Gezondheidszorg,5 jaar na verlaten onderwijs,2015/'16,40
Wo-master,"Zonder werk, met uitkering",Gezondheidszorg,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Zonder werk, met uitkering",Economie,Direct na verlaten onderwijs,2015/'16,50
Wo-master,"Zonder werk, met uitkering",Economie,1 jaar na verlaten onderwijs,2015/'16,50
Wo-master,"Zonder werk, met uitkering",Economie,2 jaar na verlaten onderwijs,2015/'16,60
Wo-master,"Zonder werk, met uitkering",Economie,3 jaar na verlaten onderwijs,2015/'16,40
Wo-master,"Zonder werk, met uitkering",Economie,4 jaar na verlaten onderwijs,2015/'16,70
Wo-master,"Zonder werk, met uitkering",Economie,5 jaar na verlaten onderwijs,2015/'16,50
Wo-master,"Zonder werk, met uitkering",Economie,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Zonder werk, met uitkering",Recht,Direct na verlaten onderwijs,2015/'16,90
Wo-master,"Zonder werk, met uitkering",Recht,1 jaar na verlaten onderwijs,2015/'16,60
Wo-master,"Zonder werk, met uitkering",Recht,2 jaar na verlaten onderwijs,2015/'16,50
Wo-master,"Zonder werk, met uitkering",Recht,3 jaar na verlaten onderwijs,2015/'16,50
Wo-master,"Zonder werk, met uitkering",Recht,4 jaar na verlaten onderwijs,2015/'16,60
Wo-master,"Zonder werk, met uitkering",Recht,5 jaar na verlaten onderwijs,2015/'16,60
Wo-master,"Zonder werk, met uitkering",Recht,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Zonder werk, met uitkering",Gedrag en Maatschappij,Direct na verlaten onderwijs,2015/'16,130
Wo-master,"Zonder werk, met uitkering",Gedrag en Maatschappij,1 jaar na verlaten onderwijs,2015/'16,110
Wo-master,"Zonder werk, met uitkering",Gedrag en Maatschappij,2 jaar na verlaten onderwijs,2015/'16,120
Wo-master,"Zonder werk, met uitkering",Gedrag en Maatschappij,3 jaar na verlaten onderwijs,2015/'16,120
Wo-master,"Zonder werk, met uitkering",Gedrag en Maatschappij,4 jaar na verlaten onderwijs,2015/'16,140
Wo-master,"Zonder werk, met uitkering",Gedrag en Maatschappij,5 jaar na verlaten onderwijs,2015/'16,120
Wo-master,"Zonder werk, met uitkering",Gedrag en Maatschappij,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Zonder werk, met uitkering",Taal en cultuur,Direct na verlaten onderwijs,2015/'16,70
Wo-master,"Zonder werk, met uitkering",Taal en cultuur,1 jaar na verlaten onderwijs,2015/'16,40
Wo-master,"Zonder werk, met uitkering",Taal en cultuur,2 jaar na verlaten onderwijs,2015/'16,60
Wo-master,"Zonder werk, met uitkering",Taal en cultuur,3 jaar na verlaten onderwijs,2015/'16,60
Wo-master,"Zonder werk, met uitkering",Taal en cultuur,4 jaar na verlaten onderwijs,2015/'16,70
Wo-master,"Zonder werk, met uitkering",Taal en cultuur,5 jaar na verlaten onderwijs,2015/'16,50
Wo-master,"Zonder werk, met uitkering",Taal en cultuur,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Zonder werk, met uitkering",Sectoroverstijgend,Direct na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, met uitkering",Sectoroverstijgend,1 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, met uitkering",Sectoroverstijgend,2 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, met uitkering",Sectoroverstijgend,3 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, met uitkering",Sectoroverstijgend,4 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, met uitkering",Sectoroverstijgend,5 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, met uitkering",Sectoroverstijgend,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Zonder werk, zonder uitkering",Onderwijs,Direct na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, zonder uitkering",Onderwijs,1 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, zonder uitkering",Onderwijs,2 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, zonder uitkering",Onderwijs,3 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, zonder uitkering",Onderwijs,4 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, zonder uitkering",Onderwijs,5 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, zonder uitkering",Onderwijs,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Zonder werk, zonder uitkering",Landbouw en natuurlijke omgeving,Direct na verlaten onderwijs,2015/'16,380
Wo-master,"Zonder werk, zonder uitkering",Landbouw en natuurlijke omgeving,1 jaar na verlaten onderwijs,2015/'16,120
Wo-master,"Zonder werk, zonder uitkering",Landbouw en natuurlijke omgeving,2 jaar na verlaten onderwijs,2015/'16,90
Wo-master,"Zonder werk, zonder uitkering",Landbouw en natuurlijke omgeving,3 jaar na verlaten onderwijs,2015/'16,70
Wo-master,"Zonder werk, zonder uitkering",Landbouw en natuurlijke omgeving,4 jaar na verlaten onderwijs,2015/'16,60
Wo-master,"Zonder werk, zonder uitkering",Landbouw en natuurlijke omgeving,5 jaar na verlaten onderwijs,2015/'16,60
Wo-master,"Zonder werk, zonder uitkering",Landbouw en natuurlijke omgeving,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Zonder werk, zonder uitkering",Natuur,Direct na verlaten onderwijs,2015/'16,460
Wo-master,"Zonder werk, zonder uitkering",Natuur,1 jaar na verlaten onderwijs,2015/'16,140
Wo-master,"Zonder werk, zonder uitkering",Natuur,2 jaar na verlaten onderwijs,2015/'16,90
Wo-master,"Zonder werk, zonder uitkering",Natuur,3 jaar na verlaten onderwijs,2015/'16,70
Wo-master,"Zonder werk, zonder uitkering",Natuur,4 jaar na verlaten onderwijs,2015/'16,90
Wo-master,"Zonder werk, zonder uitkering",Natuur,5 jaar na verlaten onderwijs,2015/'16,90
Wo-master,"Zonder werk, zonder uitkering",Natuur,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Zonder werk, zonder uitkering",Techniek,Direct na verlaten onderwijs,2015/'16,740
Wo-master,"Zonder werk, zonder uitkering",Techniek,1 jaar na verlaten onderwijs,2015/'16,160
Wo-master,"Zonder werk, zonder uitkering",Techniek,2 jaar na verlaten onderwijs,2015/'16,110
Wo-master,"Zonder werk, zonder uitkering",Techniek,3 jaar na verlaten onderwijs,2015/'16,110
Wo-master,"Zonder werk, zonder uitkering",Techniek,4 jaar na verlaten onderwijs,2015/'16,90
Wo-master,"Zonder werk, zonder uitkering",Techniek,5 jaar na verlaten onderwijs,2015/'16,80
Wo-master,"Zonder werk, zonder uitkering",Techniek,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Zonder werk, zonder uitkering",Gezondheidszorg,Direct na verlaten onderwijs,2015/'16,290
Wo-master,"Zonder werk, zonder uitkering",Gezondheidszorg,1 jaar na verlaten onderwijs,2015/'16,90
Wo-master,"Zonder werk, zonder uitkering",Gezondheidszorg,2 jaar na verlaten onderwijs,2015/'16,50
Wo-master,"Zonder werk, zonder uitkering",Gezondheidszorg,3 jaar na verlaten onderwijs,2015/'16,60
Wo-master,"Zonder werk, zonder uitkering",Gezondheidszorg,4 jaar na verlaten onderwijs,2015/'16,40
Wo-master,"Zonder werk, zonder uitkering",Gezondheidszorg,5 jaar na verlaten onderwijs,2015/'16,30
Wo-master,"Zonder werk, zonder uitkering",Gezondheidszorg,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Zonder werk, zonder uitkering",Economie,Direct na verlaten onderwijs,2015/'16,1070
Wo-master,"Zonder werk, zonder uitkering",Economie,1 jaar na verlaten onderwijs,2015/'16,330
Wo-master,"Zonder werk, zonder uitkering",Economie,2 jaar na verlaten onderwijs,2015/'16,190
